Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Is_parent,Household,Age,Seniority,Total_Spent,Total_Accepted_Campaigns,Total_purchases
Graduation,Together,69016.0,61,726,53,363,123,107,161,4,8,9,13,5,0,0,Parent,3,44,584,1533,0,34
UnderGraduation,Together,20193.0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,Not Parent,2,23,578,82,0,7
Graduation,Together,27573.0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,Parent,3,39,461,244,0,14
UnderGraduation,Single,15862.0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,Parent,2,35,367,36,0,5
PostGraduation,Together,49544.0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,Parent,3,38,502,404,0,16
Graduation,Together,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,Parent,3,34,157,71,0,6
Graduation,Together,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,Not Parent,2,36,264,1572,1,23
Graduation,Together,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,0,0,Parent,4,43,163,122,0,11
PostGraduation,Together,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,0,0,Parent,4,59,603,41,0,10
PostGraduation,Together,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,Parent,3,31,25,10,0,4
Graduation,Together,49413.0,88,205,7,41,3,2,46,2,4,2,5,5,0,0,Parent,3,62,247,304,0,13
Graduation,Together,42231.0,99,24,0,8,0,1,4,1,1,0,3,5,0,0,Parent,4,45,96,37,0,5
PostGraduation,Single,78789.0,12,667,50,850,21,83,83,1,4,6,5,2,0,1,Not Parent,1,34,690,1754,0,16
Graduation,Together,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,0,1,Parent,3,46,341,815,2,25
Graduation,Single,58350.0,5,493,26,206,116,80,80,4,8,3,12,6,0,0,Parent,2,43,541,1001,0,27
Graduation,Single,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,Not Parent,1,25,345,1157,0,22
Graduation,Single,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,0,0,Parent,2,63,345,688,0,21
PostGraduation,Single,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,Not Parent,1,27,358,1319,0,19
PostGraduation,Together,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,Parent,3,29,495,21,0,4
UnderGraduation,Single,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,Parent,2,33,671,31,0,4
Graduation,Together,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,Not Parent,2,24,545,67,0,6
Graduation,Single,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,0,Parent,2,62,402,708,0,21
UnderGraduation,Together,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,0,Parent,4,43,648,25,0,4
PostGraduation,Together,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,Not Parent,2,31,487,746,1,11
PostGraduation,Single,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,0,Parent,3,57,645,32,0,5
PostGraduation,Single,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,Parent,3,63,116,1695,0,25
Graduation,Together,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,Parent,3,38,667,1080,0,28
PostGraduation,Together,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,Parent,4,59,91,72,0,9
Graduation,Single,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,Parent,2,25,221,57,0,10
PostGraduation,Together,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,Parent,3,41,100,660,0,25
UnderGraduation,Together,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,1,Parent,3,41,635,103,0,11
PostGraduation,Together,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,Parent,3,30,279,153,0,11
PostGraduation,Together,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,Parent,3,58,647,1220,1,32
Graduation,Together,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,Parent,3,49,682,279,0,13
Graduation,Together,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,Parent,3,36,178,745,0,20
PostGraduation,Together,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,Parent,3,41,120,264,0,12
Graduation,Together,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,0,1,Not Parent,2,28,12,2157,4,22
PostGraduation,Together,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,0,1,Parent,3,55,305,1526,3,23
Graduation,Together,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,Parent,3,36,446,69,0,6
Graduation,Together,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,Not Parent,2,48,596,1597,1,26
UnderGraduation,Single,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,Parent,2,22,31,64,0,8
Graduation,Together,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,Parent,3,30,593,497,0,18
Graduation,Single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,Parent,2,58,405,1067,0,17
Graduation,Together,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,Parent,4,37,52,31,0,7
Graduation,Together,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,Parent,4,40,297,211,0,14
PostGraduation,Together,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,0,1,Parent,3,38,581,877,1,25
Graduation,Together,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,1,0,Parent,3,35,532,11,0,4
PostGraduation,Together,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,Not Parent,2,31,424,2034,3,25
Graduation,Single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,Not Parent,1,23,197,1991,3,19
PostGraduation,Single,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,Not Parent,1,52,88,1686,1,24
PostGraduation,Single,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,Parent,2,32,152,324,0,17
PostGraduation,Single,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,Parent,2,35,72,69,0,9
Graduation,Together,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,1,Parent,4,59,608,252,0,16
UnderGraduation,Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,Parent,2,49,538,54,0,5
PostGraduation,Together,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,Parent,4,53,478,964,0,27
Graduation,Together,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,Parent,3,63,497,1327,0,28
PostGraduation,Together,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,Parent,4,50,98,68,0,7
Graduation,Together,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,Not Parent,2,55,548,60,0,5
Graduation,Single,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,0,Parent,3,59,428,55,1,5
Graduation,Together,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,Not Parent,2,48,109,1456,1,21
UnderGraduation,Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,Parent,2,56,419,563,0,18
Graduation,Single,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,Parent,2,60,496,1504,0,26
Graduation,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,Parent,3,47,66,564,0,19
Graduation,Together,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,Not Parent,2,51,215,1125,1,23
Graduation,Together,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,Parent,3,55,36,358,1,17
PostGraduation,Together,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,Parent,3,43,200,42,0,5
Graduation,Together,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,0,Parent,3,50,66,184,1,10
Graduation,Together,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,Parent,3,31,437,460,0,19
PostGraduation,Single,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,1,Not Parent,1,69,32,145,0,8
Graduation,Together,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,1,Not Parent,2,67,529,1376,0,25
PostGraduation,Single,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,Parent,2,45,525,792,0,23
Graduation,Together,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,Not Parent,2,62,611,1382,0,23
UnderGraduation,Together,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,Not Parent,2,67,586,28,0,4
PostGraduation,Together,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,Not Parent,2,68,274,1033,0,24
Graduation,Single,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,Parent,2,45,396,882,0,23
PostGraduation,Together,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,Not Parent,2,65,483,2231,3,15
PostGraduation,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,Parent,3,53,621,1101,1,19
Graduation,Together,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,Parent,3,40,655,369,0,16
UnderGraduation,Single,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,Parent,2,34,122,48,0,5
PostGraduation,Single,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,Parent,2,65,502,467,1,19
Graduation,Single,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,Parent,3,43,551,44,0,8
UnderGraduation,Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,Parent,3,35,469,38,0,10
Graduation,Together,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,Parent,4,46,235,81,0,9
PostGraduation,Single,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,Parent,2,43,329,167,0,10
PostGraduation,Together,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,Parent,4,59,50,45,0,7
Graduation,Together,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,Parent,3,42,399,664,0,21
UnderGraduation,Together,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,Parent,3,50,292,622,0,20
UnderGraduation,Single,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,Parent,2,35,476,48,0,7
Graduation,Together,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,Parent,3,39,249,461,0,16
Graduation,Together,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,Parent,3,37,313,1073,0,26
UnderGraduation,Together,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,Parent,3,28,295,55,0,8
Graduation,Together,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,Parent,3,58,460,976,0,26
PostGraduation,Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,Parent,2,34,13,20,0,5
Graduation,Together,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,Not Parent,2,32,417,1149,0,17
UnderGraduation,Together,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,Not Parent,2,53,14,43,0,6
PostGraduation,Together,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,0,Parent,3,39,252,224,1,10
PostGraduation,Single,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,Parent,2,40,649,101,0,9
PostGraduation,Together,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,Not Parent,2,68,437,209,0,10
Graduation,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,Not Parent,1,29,632,968,0,21
PostGraduation,Together,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,Not Parent,2,62,386,1165,0,17
Graduation,Together,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,Parent,3,47,103,24,0,5
Graduation,Together,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,1,Parent,4,59,608,252,0,16
Graduation,Single,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,Parent,2,29,669,165,0,12
PostGraduation,Together,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,Not Parent,2,37,624,269,0,13
PostGraduation,Together,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,Parent,3,41,327,102,0,7
UnderGraduation,Together,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,Not Parent,2,30,332,461,0,19
UnderGraduation,Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,Parent,2,35,559,47,0,7
PostGraduation,Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,Parent,3,38,132,144,0,10
Graduation,Together,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,Not Parent,2,46,623,1338,0,24
Graduation,Together,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,Parent,3,55,213,917,0,25
Graduation,Together,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,1,Parent,4,43,544,318,0,17
Graduation,Single,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,Parent,3,47,603,253,0,14
Graduation,Together,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,Parent,3,41,646,502,0,20
Graduation,Together,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,Parent,3,31,202,119,0,7
UnderGraduation,Together,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,Parent,4,35,670,1250,0,29
Graduation,Together,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,Parent,3,35,239,969,0,24
Graduation,Together,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,Parent,4,64,328,76,0,9
PostGraduation,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,Parent,3,51,78,62,0,7
UnderGraduation,Together,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,Not Parent,2,52,318,1382,1,26
Graduation,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,Parent,2,38,142,84,0,7
Graduation,Together,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,0,0,Parent,4,62,351,255,1,14
PostGraduation,Together,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,Parent,4,54,380,43,0,5
Graduation,Single,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,Parent,2,59,269,398,0,14
PostGraduation,Single,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,Parent,2,37,74,76,0,8
Graduation,Together,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,Parent,4,50,23,902,1,15
UnderGraduation,Together,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,Parent,3,33,58,823,0,21
Graduation,Together,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,Parent,3,38,2,1179,0,26
Graduation,Together,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,Parent,3,40,623,1921,1,29
PostGraduation,Together,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,Parent,4,63,427,185,0,10
Graduation,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,1,Parent,3,48,466,433,0,23
Graduation,Together,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,0,0,Parent,4,63,170,34,1,6
Graduation,Together,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,Parent,3,56,386,907,0,27
PostGraduation,Single,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,Parent,3,48,204,416,0,25
Graduation,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,Parent,3,50,390,44,0,10
Graduation,Together,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,1,Not Parent,2,58,62,1588,0,17
PostGraduation,Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,Not Parent,1,40,601,1797,1,17
Graduation,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,Parent,4,48,633,40,0,6
PostGraduation,Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,Parent,2,51,590,1143,0,21
PostGraduation,Together,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,Not Parent,2,45,1,914,1,14
Graduation,Together,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,Not Parent,2,22,525,1502,1,12
Graduation,Single,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,Parent,2,60,500,1338,0,20
PostGraduation,Together,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,Parent,3,31,343,27,0,5
UnderGraduation,Together,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,0,Parent,3,32,274,763,1,22
Graduation,Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,1,Not Parent,1,63,345,1331,0,22
Graduation,Together,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,Parent,4,58,302,525,0,19
PostGraduation,Together,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,Parent,4,53,14,9,0,4
Graduation,Together,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,Parent,3,52,83,953,1,16
PostGraduation,Single,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,Parent,3,43,261,68,0,7
PostGraduation,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,Parent,3,43,268,131,0,10
Graduation,Together,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,Parent,3,46,324,882,0,23
UnderGraduation,Together,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,Not Parent,2,36,663,1149,0,25
Graduation,Together,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,Parent,3,45,287,37,0,5
PostGraduation,Single,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,Parent,2,49,308,388,0,15
Graduation,Together,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,1,Not Parent,2,28,499,1428,0,16
PostGraduation,Together,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,Not Parent,2,56,402,1633,0,24
PostGraduation,Together,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,1,Parent,3,39,403,173,0,10
Graduation,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,Parent,2,27,264,99,0,9
Graduation,Together,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,Parent,3,55,471,215,0,12
PostGraduation,Together,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,Parent,3,52,497,929,0,31
Graduation,Together,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,Parent,3,40,101,219,0,12
Graduation,Together,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,1,Parent,4,37,291,174,0,12
Graduation,Together,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,Parent,4,36,566,92,0,9
PostGraduation,Together,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,Not Parent,2,44,293,1052,0,25
Graduation,Together,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,0,Parent,3,57,464,275,1,14
UnderGraduation,Together,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,Parent,3,59,695,587,0,16
PostGraduation,Single,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,1,Parent,2,60,645,1662,0,33
PostGraduation,Together,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,Parent,3,32,503,159,0,11
PostGraduation,Single,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,Not Parent,1,61,391,1024,3,18
PostGraduation,Single,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,Parent,2,46,67,35,0,7
PostGraduation,Together,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,Not Parent,2,57,302,1042,0,15
PostGraduation,Together,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,Parent,4,49,204,395,0,19
PostGraduation,Together,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,0,1,Not Parent,2,39,655,557,3,23
PostGraduation,Together,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,Parent,4,51,6,9,0,15
Graduation,Together,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,Not Parent,2,24,356,69,0,6
PostGraduation,Together,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,Parent,3,48,169,486,0,18
Graduation,Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,Parent,2,26,147,34,0,6
UnderGraduation,Single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,1,Not Parent,1,19,649,1365,2,28
Graduation,Together,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,Parent,3,39,406,13,0,4
PostGraduation,Together,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,Not Parent,2,36,608,1401,0,21
Graduation,Together,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,1,Not Parent,2,53,534,1574,0,14
PostGraduation,Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,1,Not Parent,1,30,292,1323,0,20
PostGraduation,Single,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,0,Parent,2,43,321,1217,2,32
PostGraduation,Single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,Parent,4,63,589,103,0,7
PostGraduation,Together,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,Not Parent,2,38,360,84,0,7
PostGraduation,Together,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,Not Parent,2,42,519,1536,0,23
Graduation,Together,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,Parent,3,29,649,581,0,18
PostGraduation,Together,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,Parent,3,48,599,928,0,14
UnderGraduation,Single,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,Not Parent,1,39,196,14,0,4
Graduation,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,Parent,2,35,326,424,0,15
Graduation,Together,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,Parent,3,43,258,960,0,14
Graduation,Together,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,Not Parent,2,32,597,1555,1,20
Graduation,Single,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,Parent,3,41,630,656,1,29
PostGraduation,Together,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,Parent,4,46,296,55,0,9
Graduation,Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,Parent,2,30,49,20,0,5
PostGraduation,Together,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,Parent,3,43,636,367,0,17
UnderGraduation,Together,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,Not Parent,2,37,111,2257,3,22
PostGraduation,Single,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,Parent,2,47,120,42,0,7
Graduation,Single,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,Parent,2,50,382,1049,0,26
Graduation,Single,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,Parent,3,42,74,48,0,7
PostGraduation,Single,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,Parent,2,66,543,685,0,25
Graduation,Single,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,Parent,2,62,71,39,0,5
UnderGraduation,Single,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,Not Parent,1,27,142,43,0,5
PostGraduation,Single,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,1,Not Parent,1,55,682,835,0,21
Graduation,Together,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,Not Parent,2,56,159,1515,1,20
PostGraduation,Together,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,Parent,3,63,495,1039,0,26
Graduation,Single,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,Parent,2,39,349,1596,0,26
PostGraduation,Together,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,1,Not Parent,2,30,622,1828,0,18
PostGraduation,Together,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,0,1,Parent,3,45,60,34,1,6
PostGraduation,Single,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,Parent,2,46,72,149,0,10
PostGraduation,Single,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,0,Parent,2,45,406,946,1,23
PostGraduation,Single,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,Not Parent,1,29,41,28,0,6
Graduation,Single,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,Parent,2,30,603,450,0,17
PostGraduation,Together,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,Parent,4,57,161,46,0,5
PostGraduation,Single,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,0,1,Not Parent,1,43,234,1702,1,16
Graduation,Together,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,Parent,4,39,293,820,0,25
Graduation,Together,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,0,0,Parent,3,32,488,382,1,15
PostGraduation,Together,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,Not Parent,2,26,667,2126,0,20
PostGraduation,Together,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,0,0,Not Parent,2,25,58,2069,3,20
Graduation,Together,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,Parent,3,29,518,72,0,7
Graduation,Single,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,0,Parent,2,46,26,732,2,28
Graduation,Single,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,Not Parent,1,40,34,801,0,11
Graduation,Single,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,Parent,2,65,252,236,0,12
UnderGraduation,Together,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,0,0,Parent,3,36,658,80,1,5
PostGraduation,Single,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,Not Parent,1,60,90,1685,1,15
PostGraduation,Single,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,Not Parent,1,69,32,277,0,27
PostGraduation,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,Parent,3,64,381,507,0,18
PostGraduation,Together,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,Parent,4,50,491,68,0,7
Graduation,Single,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,Not Parent,1,31,77,49,0,5
PostGraduation,Together,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,Not Parent,2,27,103,397,0,15
Graduation,Single,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,Parent,2,43,248,39,0,9
Graduation,Together,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,0,Parent,3,46,155,306,1,14
Graduation,Together,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,Not Parent,2,60,414,976,0,14
PostGraduation,Together,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,Parent,3,43,296,1028,0,28
Graduation,Together,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,Parent,3,28,144,70,0,7
